sku_id,date,weekly_units
SKU0002,2025-08-24,286
SKU0002,2025-08-31,321
SKU0002,2025-09-07,322
SKU0002,2025-09-14,333
SKU0002,2025-09-21,368
SKU0002,2025-09-28,374
SKU0002,2025-10-05,97
SKU0003,2024-01-07,25
SKU0003,2024-01-14,21
SKU0003,2024-01-21,19
SKU0003,2024-01-28,18
SKU0003,2024-02-04,18
SKU0003,2024-02-11,22
SKU0003,2024-02-18,14
SKU0003,2024-02-25,16
SKU0003,2024-03-03,20
SKU0003,2024-03-10,20
SKU0003,2024-03-17,20
SKU0003,2024-03-24,21
SKU0003,2024-03-31,14
SKU0003,2024-04-07,13
SKU0003,2024-04-14,23
SKU0003,2024-04-21,17
SKU0003,2024-04-28,11
SKU0003,2024-05-05,9
SKU0003,2024-05-12,19
SKU0003,2024-05-19,9
SKU0003,2024-05-26,8
SKU0003,2024-06-02,18
SKU0003,2024-06-09,21
SKU0003,2024-06-16,17
SKU0003,2024-06-23,7
SKU0003,2024-06-30,18
SKU0003,2024-07-07,12
SKU0003,2024-07-14,16
SKU0003,2024-07-21,9
SKU0003,2024-07-28,14
SKU0003,2024-08-04,20
SKU0003,2024-08-11,19
SKU0003,2024-08-18,12
SKU0003,2024-08-25,11
SKU0003,2024-09-01,10
SKU0003,2024-09-08,13
SKU0003,2024-09-15,22
SKU0003,2024-09-22,19
SKU0003,2024-09-29,23
SKU0003,2024-10-06,15
SKU0003,2024-10-13,14
SKU0003,2024-10-20,22
SKU0003,2024-10-27,32
SKU0003,2024-11-03,20
SKU0003,2024-11-10,18
SKU0003,2024-11-17,16
SKU0003,2024-11-24,15
SKU0003,2024-12-01,18
SKU0003,2024-12-08,15
SKU0003,2024-12-15,15
SKU0003,2024-12-22,19
SKU0003,2024-12-29,18
SKU0003,2025-01-05,22
SKU0003,2025-01-12,23
SKU0003,2025-01-19,23
SKU0003,2025-01-26,12
SKU0003,2025-02-02,18
SKU0003,2025-02-09,14
SKU0003,2025-02-16,15
SKU0003,2025-02-23,16
SKU0003,2025-03-02,13
SKU0003,2025-03-09,19
SKU0003,2025-03-16,9
SKU0003,2025-03-23,14
SKU0003,2025-03-30,15
SKU0003,2025-04-06,19
SKU0003,2025-04-13,17
SKU0003,2025-04-20,9
SKU0003,2025-04-27,7
SKU0003,2025-05-04,12
SKU0003,2025-05-11,9
SKU0003,2025-05-18,11
SKU0003,2025-05-25,13
SKU0003,2025-06-01,12
SKU0003,2025-06-08,16
SKU0003,2025-06-15,12
SKU0003,2025-06-22,8
SKU0003,2025-06-29,6
SKU0003,2025-07-06,8
SKU0003,2025-07-13,11
SKU0003,2025-07-20,16
SKU0003,2025-07-27,10
SKU0003,2025-08-03,11
SKU0003,2025-08-10,12
SKU0003,2025-08-17,10
SKU0003,2025-08-24,10
SKU0003,2025-08-31,15
SKU0003,2025-09-07,12
SKU0003,2025-09-14,14
SKU0003,2025-09-21,7
SKU0003,2025-09-28,11
SKU0003,2025-10-05,2
SKU0004,2024-12-01,1
SKU0004,2024-12-08,5
SKU0004,2024-12-15,1
SKU0004,2024-12-22,3
SKU0004,2024-12-29,4
SKU0004,2025-01-05,1
SKU0004,2025-01-12,5
SKU0004,2025-01-19,2
SKU0004,2025-01-26,6
SKU0004,2025-02-02,3
SKU0004,2025-02-09,4
SKU0004,2025-02-16,2
SKU0004,2025-02-23,4
SKU0004,2025-03-02,2
SKU0004,2025-03-09,2
SKU0004,2025-03-16,4
SKU0004,2025-03-23,2
SKU0004,2025-03-30,1
SKU0004,2025-04-06,1
SKU0004,2025-04-13,3
SKU0004,2025-04-20,1
SKU0004,2025-04-27,3
SKU0004,2025-05-04,0
SKU0004,2025-05-11,2
SKU0004,2025-05-18,0
SKU0004,2025-05-25,0
SKU0004,2025-06-01,1
SKU0004,2025-06-08,1
SKU0004,2025-06-15,0
SKU0004,2025-06-22,0
SKU0004,2025-06-29,0
SKU0004,2025-07-06,2
SKU0004,2025-07-13,0
SKU0004,2025-07-20,2
SKU0004,2025-07-27,2
SKU0004,2025-08-03,0
SKU0004,2025-08-10,2
SKU0004,2025-08-17,4
SKU0004,2025-08-24,2
SKU0004,2025-08-31,0
SKU0004,2025-09-07,1
SKU0004,2025-09-14,0
SKU0004,2025-09-21,0
SKU0004,2025-09-28,0
SKU0004,2025-10-05,1
SKU0005,2024-01-07,10
SKU0005,2024-01-14,5
SKU0005,2024-01-21,8
SKU0005,2024-01-28,6
SKU0005,2024-02-04,8
SKU0005,2024-02-11,5
SKU0005,2024-02-18,4
SKU0005,2024-02-25,4
SKU0005,2024-03-03,5
SKU0005,2024-03-10,0
SKU0005,2024-03-17,7
SKU0005,2024-03-24,3
SKU0005,2024-03-31,8
SKU0005,2024-04-07,4
SKU0005,2024-04-14,8
SKU0005,2024-04-21,3
SKU0005,2024-04-28,2
SKU0005,2024-05-05,5
SKU0005,2024-05-12,5
SKU0005,2024-05-19,2
SKU0005,2024-05-26,4
SKU0005,2024-06-02,1
SKU0005,2024-06-09,5
SKU0005,2024-06-16,4
SKU0005,2024-06-23,3
SKU0005,2024-06-30,2
SKU0005,2024-07-07,5
SKU0005,2024-07-14,4
SKU0005,2024-07-21,3
SKU0005,2024-07-28,6
SKU0005,2024-08-04,3
SKU0005,2024-08-11,2
SKU0005,2024-08-18,4
SKU0005,2024-08-25,3
SKU0005,2024-09-01,4
SKU0005,2024-09-08,6
SKU0005,2024-09-15,4
SKU0005,2024-09-22,6
SKU0005,2024-09-29,9
SKU0005,2024-10-06,3
SKU0005,2024-10-13,5
SKU0005,2024-10-20,4
SKU0005,2024-10-27,6
SKU0005,2024-11-03,3
SKU0005,2024-11-10,7
SKU0005,2024-11-17,2
SKU0005,2024-11-24,10
SKU0005,2024-12-01,13
SKU0005,2024-12-08,7
SKU0005,2024-12-15,6
SKU0005,2024-12-22,6
SKU0005,2024-12-29,7
SKU0005,2025-01-05,9
SKU0005,2025-01-12,3
SKU0005,2025-01-19,6
SKU0005,2025-01-26,6
SKU0005,2025-02-02,3
SKU0005,2025-02-09,8
SKU0005,2025-02-16,6
SKU0005,2025-02-23,9
SKU0005,2025-03-02,6
SKU0005,2025-03-09,3
SKU0005,2025-03-16,4
SKU0005,2025-03-23,6
SKU0005,2025-03-30,8
SKU0005,2025-04-06,4
SKU0005,2025-04-13,4
SKU0005,2025-04-20,6
SKU0005,2025-04-27,4
SKU0005,2025-05-04,9
SKU0005,2025-05-11,3
SKU0005,2025-05-18,3
SKU0005,2025-05-25,7
SKU0005,2025-06-01,0
SKU0005,2025-06-08,3
SKU0005,2025-06-15,5
SKU0005,2025-06-22,4
SKU0005,2025-06-29,3
SKU0005,2025-07-06,3
SKU0005,2025-07-13,5
SKU0005,2025-07-20,8
SKU0005,2025-07-27,7
SKU0005,2025-08-03,2
SKU0005,2025-08-10,6
SKU0005,2025-08-17,5
SKU0005,2025-08-24,3
SKU0005,2025-08-31,4
SKU0005,2025-09-07,2
SKU0005,2025-09-14,4
SKU0005,2025-09-21,5
SKU0005,2025-09-28,4
SKU0005,2025-10-05,4
SKU0006,2024-10-13,16
SKU0006,2024-10-20,130
SKU0006,2024-10-27,145
SKU0006,2024-11-03,90
SKU0006,2024-11-10,100
SKU0006,2024-11-17,76
SKU0006,2024-11-24,115
SKU0006,2024-12-01,151
SKU0006,2024-12-08,115
SKU0006,2024-12-15,80
SKU0006,2024-12-22,104
SKU0006,2024-12-29,113
SKU0006,2025-01-05,99
SKU0006,2025-01-12,114
SKU0006,2025-01-19,154
SKU0006,2025-01-26,119
SKU0006,2025-02-02,103
SKU0006,2025-02-09,115
SKU0006,2025-02-16,108
SKU0006,2025-02-23,86
SKU0006,2025-03-02,112
SKU0006,2025-03-09,115
SKU0006,2025-03-16,100
SKU0006,2025-03-23,98
SKU0006,2025-03-30,94
SKU0006,2025-04-06,92
SKU0006,2025-04-13,86
SKU0006,2025-04-20,119
SKU0006,2025-04-27,109
SKU0006,2025-05-04,97
SKU0006,2025-05-11,114
SKU0006,2025-05-18,108
SKU0006,2025-05-25,99
SKU0006,2025-06-01,109
SKU0006,2025-06-08,120
SKU0006,2025-06-15,94
SKU0006,2025-06-22,102
SKU0006,2025-06-29,96
SKU0006,2025-07-06,98
SKU0006,2025-07-13,105
SKU0006,2025-07-20,100
SKU0006,2025-07-27,103
SKU0006,2025-08-03,108
SKU0006,2025-08-10,115
SKU0006,2025-08-17,135
SKU0006,2025-08-24,110
SKU0006,2025-08-31,123
SKU0006,2025-09-07,127
SKU0006,2025-09-14,128
SKU0006,2025-09-21,138
SKU0006,2025-09-28,131
SKU0006,2025-10-05,28
SKU0007,2024-01-07,53
SKU0007,2024-01-14,56
SKU0007,2024-01-21,65
SKU0007,2024-01-28,62
SKU0007,2024-02-04,51
SKU0007,2024-02-11,42
SKU0007,2024-02-18,52
SKU0007,2024-02-25,49
SKU0007,2024-03-03,48
SKU0007,2024-03-10,43
SKU0007,2024-03-17,34
SKU0007,2024-03-24,45
SKU0007,2024-03-31,29
SKU0007,2024-04-07,34
SKU0007,2024-04-14,33
SKU0007,2024-04-21,43
SKU0007,2024-04-28,29
SKU0007,2024-05-05,32
SKU0007,2024-05-12,33
SKU0007,2024-05-19,31
SKU0007,2024-05-26,28
SKU0007,2024-06-02,40
SKU0007,2024-06-09,33
SKU0007,2024-06-16,27
SKU0007,2024-06-23,25
SKU0007,2024-06-30,40
SKU0007,2024-07-07,32
SKU0007,2024-07-14,36
SKU0007,2024-07-21,38
SKU0007,2024-07-28,46
SKU0007,2024-08-04,53
SKU0007,2024-08-11,43
SKU0007,2024-08-18,61
SKU0007,2024-08-25,44
SKU0007,2024-09-01,48
SKU0007,2024-09-08,51
SKU0007,2024-09-15,52
SKU0007,2024-09-22,65
SKU0007,2024-09-29,62
SKU0007,2024-10-06,67
SKU0007,2024-10-13,67
SKU0007,2024-10-20,76
SKU0007,2024-10-27,112
SKU0007,2024-11-03,64
SKU0007,2024-11-10,72
SKU0007,2024-11-17,81
SKU0007,2024-11-24,93
SKU0007,2024-12-01,111
SKU0007,2024-12-08,69
SKU0007,2024-12-15,88
SKU0007,2024-12-22,80
SKU0007,2024-12-29,67
SKU0007,2025-01-05,68
SKU0007,2025-01-12,78
SKU0007,2025-01-19,116
SKU0007,2025-01-26,65
SKU0007,2025-02-02,81
SKU0007,2025-02-09,70
SKU0007,2025-02-16,78
SKU0007,2025-02-23,71
SKU0007,2025-03-02,77
SKU0007,2025-03-09,62
SKU0007,2025-03-16,72
SKU0007,2025-03-23,65
SKU0007,2025-03-30,54
SKU0007,2025-04-06,60
SKU0007,2025-04-13,51
SKU0007,2025-04-20,46
SKU0007,2025-04-27,65
SKU0007,2025-05-04,48
SKU0007,2025-05-11,48
SKU0007,2025-05-18,44
SKU0007,2025-05-25,51
SKU0007,2025-06-01,53
SKU0007,2025-06-08,66
SKU0007,2025-06-15,52
SKU0007,2025-06-22,45
SKU0007,2025-06-29,41
SKU0007,2025-07-06,55
SKU0007,2025-07-13,55
SKU0007,2025-07-20,52
SKU0007,2025-07-27,45
SKU0007,2025-08-03,63
SKU0007,2025-08-10,49
SKU0007,2025-08-17,56
SKU0007,2025-08-24,68
SKU0007,2025-08-31,72
SKU0007,2025-09-07,71
SKU0007,2025-09-14,63
SKU0007,2025-09-21,78
SKU0007,2025-09-28,89
SKU0007,2025-10-05,18
SKU0008,2024-01-07,108
SKU0008,2024-01-14,123
SKU0008,2024-01-21,172
SKU0008,2024-01-28,113
SKU0008,2024-02-04,107
SKU0008,2024-02-11,96
SKU0008,2024-02-18,82
SKU0008,2024-02-25,102
SKU0008,2024-03-03,98
SKU0008,2024-03-10,112
SKU0008,2024-03-17,106
SKU0008,2024-03-24,118
SKU0008,2024-03-31,108
SKU0008,2024-04-07,93
SKU0008,2024-04-14,106
SKU0008,2024-04-21,106
SKU0008,2024-04-28,97
SKU0008,2024-05-05,84
SKU0008,2024-05-12,112
SKU0008,2024-05-19,96
SKU0008,2024-05-26,107
SKU0008,2024-06-02,146
SKU0008,2024-06-09,119
SKU0008,2024-06-16,112
SKU0008,2024-06-23,88
SKU0008,2024-06-30,100
SKU0008,2024-07-07,85
SKU0008,2024-07-14,94
SKU0008,2024-07-21,114
SKU0008,2024-07-28,92
SKU0008,2024-08-04,102
SKU0008,2024-08-11,98
SKU0008,2024-08-18,99
SKU0008,2024-08-25,123
SKU0008,2024-09-01,102
SKU0008,2024-09-08,129
SKU0008,2024-09-15,114
SKU0008,2024-09-22,124
SKU0008,2024-09-29,120
SKU0008,2024-10-06,135
SKU0008,2024-10-13,143
SKU0008,2024-10-20,168
SKU0008,2024-10-27,231
SKU0008,2024-11-03,136
SKU0008,2024-11-10,153
SKU0008,2024-11-17,115
SKU0008,2024-11-24,164
SKU0008,2024-12-01,196
SKU0008,2024-12-08,163
SKU0008,2024-12-15,154
SKU0008,2024-12-22,165
SKU0008,2024-12-29,159
SKU0008,2025-01-05,132
SKU0008,2025-01-12,151
SKU0008,2025-01-19,228
SKU0008,2025-01-26,155
SKU0008,2025-02-02,154
SKU0008,2025-02-09,147
SKU0008,2025-02-16,150
SKU0008,2025-02-23,149
SKU0008,2025-03-02,129
SKU0008,2025-03-09,152
SKU0008,2025-03-16,149
SKU0008,2025-03-23,131
SKU0008,2025-03-30,133
SKU0008,2025-04-06,120
SKU0008,2025-04-13,134
SKU0008,2025-04-20,145
SKU0008,2025-04-27,140
SKU0008,2025-05-04,147
SKU0008,2025-05-11,138
SKU0008,2025-05-18,134
SKU0008,2025-05-25,120
SKU0008,2025-06-01,129
SKU0008,2025-06-08,185
SKU0008,2025-06-15,157
SKU0008,2025-06-22,158
SKU0008,2025-06-29,127
SKU0008,2025-07-06,150
SKU0008,2025-07-13,124
SKU0008,2025-07-20,144
SKU0008,2025-07-27,145
SKU0008,2025-08-03,124
SKU0008,2025-08-10,133
SKU0008,2025-08-17,139
SKU0008,2025-08-24,132
SKU0008,2025-08-31,173
SKU0008,2025-09-07,143
SKU0008,2025-09-14,163
SKU0008,2025-09-21,148
SKU0008,2025-09-28,169
SKU0008,2025-10-05,57
SKU0009,2024-01-07,132
SKU0009,2024-01-14,127
SKU0009,2024-01-21,160
SKU0009,2024-01-28,158
SKU0009,2024-02-04,136
SKU0009,2024-02-11,117
SKU0009,2024-02-18,114
SKU0009,2024-02-25,102
SKU0009,2024-03-03,107
SKU0009,2024-03-10,118
SKU0009,2024-03-17,102
SKU0009,2024-03-24,106
SKU0009,2024-03-31,90
SKU0009,2024-04-07,105
SKU0009,2024-04-14,94
SKU0009,2024-04-21,110
SKU0009,2024-04-28,92
SKU0009,2024-05-05,115
SKU0009,2024-05-12,101
SKU0009,2024-05-19,83
SKU0009,2024-05-26,79
SKU0009,2024-06-02,108
SKU0009,2024-06-09,91
SKU0009,2024-06-16,101
SKU0009,2024-06-23,99
SKU0009,2024-06-30,94
SKU0009,2024-07-07,91
SKU0009,2024-07-14,90
SKU0009,2024-07-21,109
SKU0009,2024-07-28,96
SKU0009,2024-08-04,84
SKU0009,2024-08-11,99
SKU0009,2024-08-18,74
SKU0009,2024-08-25,104
SKU0009,2024-09-01,99
SKU0009,2024-09-08,123
SKU0009,2024-09-15,125
SKU0009,2024-09-22,107
SKU0009,2024-09-29,115
SKU0009,2024-10-06,125
SKU0009,2024-10-13,110
SKU0009,2024-10-20,118
SKU0009,2024-10-27,172
SKU0009,2024-11-03,124
SKU0009,2024-11-10,137
SKU0009,2024-11-17,118
SKU0009,2024-11-24,136
SKU0009,2024-12-01,176
SKU0009,2024-12-08,138
SKU0009,2024-12-15,124
SKU0009,2024-12-22,135
SKU0009,2024-12-29,121
SKU0009,2025-01-05,137
SKU0009,2025-01-12,103
SKU0009,2025-01-19,181
SKU0009,2025-01-26,130
SKU0009,2025-02-02,108
SKU0009,2025-02-09,109
SKU0009,2025-02-16,130
SKU0009,2025-02-23,113
SKU0009,2025-03-02,116
SKU0009,2025-03-09,102
SKU0009,2025-03-16,109
SKU0009,2025-03-23,109
SKU0009,2025-03-30,98
SKU0009,2025-04-06,103
SKU0009,2025-04-13,99
SKU0009,2025-04-20,104
SKU0009,2025-04-27,108
SKU0009,2025-05-04,102
SKU0009,2025-05-11,75
SKU0009,2025-05-18,86
SKU0009,2025-05-25,81
SKU0009,2025-06-01,90
SKU0009,2025-06-08,132
SKU0009,2025-06-15,90
SKU0009,2025-06-22,101
SKU0009,2025-06-29,86
SKU0009,2025-07-06,86
SKU0009,2025-07-13,83
SKU0009,2025-07-20,102
SKU0009,2025-07-27,100
SKU0009,2025-08-03,100
SKU0009,2025-08-10,106
SKU0009,2025-08-17,80
SKU0009,2025-08-24,85
SKU0009,2025-08-31,67
SKU0009,2025-09-07,99
SKU0009,2025-09-14,117
SKU0009,2025-09-21,104
SKU0009,2025-09-28,132
SKU0009,2025-10-05,26
SKU0010,2024-01-07,133
SKU0010,2024-01-14,152
SKU0010,2024-01-21,171
SKU0010,2024-01-28,159
SKU0010,2024-02-04,148
SKU0010,2024-02-11,149
SKU0010,2024-02-18,137
SKU0010,2024-02-25,128
SKU0010,2024-03-03,135
SKU0010,2024-03-10,136
SKU0010,2024-03-17,128
SKU0010,2024-03-24,131
SKU0010,2024-03-31,136
SKU0010,2024-04-07,127
SKU0010,2024-04-14,104
SKU0010,2024-04-21,111
SKU0010,2024-04-28,116
SKU0010,2024-05-05,106
SKU0010,2024-05-12,105
SKU0010,2024-05-19,108
SKU0010,2024-05-26,117
SKU0010,2024-06-02,150
SKU0010,2024-06-09,147
SKU0010,2024-06-16,118
SKU0010,2024-06-23,99
SKU0010,2024-06-30,130
SKU0010,2024-07-07,124
SKU0010,2024-07-14,126
SKU0010,2024-07-21,141
SKU0010,2024-07-28,132
SKU0010,2024-08-04,157
SKU0010,2024-08-11,143
SKU0010,2024-08-18,142
SKU0010,2024-08-25,166
SKU0010,2024-09-01,198
SKU0010,2024-09-08,191
SKU0010,2024-09-15,210
SKU0010,2024-09-22,209
SKU0010,2024-09-29,210
SKU0010,2024-10-06,243
SKU0010,2024-10-13,222
SKU0010,2024-10-20,298
SKU0010,2024-10-27,438
SKU0010,2024-11-03,294
SKU0010,2024-11-10,268
SKU0010,2024-11-17,282
SKU0010,2024-11-24,343
SKU0010,2024-12-01,389
SKU0010,2024-12-08,311
SKU0010,2024-12-15,296
SKU0010,2024-12-22,302
SKU0010,2024-12-29,347
SKU0010,2025-01-05,340
SKU0010,2025-01-12,314
SKU0010,2025-01-19,423
SKU0010,2025-01-26,372
SKU0010,2025-02-02,308
SKU0010,2025-02-09,322
SKU0010,2025-02-16,293
SKU0010,2025-02-23,303
SKU0010,2025-03-02,303
SKU0010,2025-03-09,285
SKU0010,2025-03-16,298
SKU0010,2025-03-23,262
SKU0010,2025-03-30,295
SKU0010,2025-04-06,263
SKU0010,2025-04-13,248
SKU0010,2025-04-20,251
SKU0010,2025-04-27,214
SKU0010,2025-05-04,234
SKU0010,2025-05-11,225
SKU0010,2025-05-18,215
SKU0010,2025-05-25,198
SKU0010,2025-06-01,245
SKU0010,2025-06-08,305
SKU0010,2025-06-15,191
SKU0010,2025-06-22,225
SKU0010,2025-06-29,215
SKU0010,2025-07-06,202
SKU0010,2025-07-13,196
SKU0010,2025-07-20,233
SKU0010,2025-07-27,229
SKU0010,2025-08-03,223
SKU0010,2025-08-10,249
SKU0010,2025-08-17,270
SKU0010,2025-08-24,275
SKU0010,2025-08-31,261
SKU0010,2025-09-07,308
SKU0010,2025-09-14,320
SKU0010,2025-09-21,365
SKU0010,2025-09-28,382
SKU0010,2025-10-05,96
SKU0011,2024-01-07,110
SKU0011,2024-01-14,133
SKU0011,2024-01-21,136
SKU0011,2024-01-28,89
SKU0011,2024-02-04,115
SKU0011,2024-02-11,116
SKU0011,2024-02-18,111
SKU0011,2024-02-25,104
SKU0011,2024-03-03,119
SKU0011,2024-03-10,93
SKU0011,2024-03-17,96
SKU0011,2024-03-24,91
SKU0011,2024-03-31,83
SKU0011,2024-04-07,99
SKU0011,2024-04-14,88
SKU0011,2024-04-21,78
SKU0011,2024-04-28,82
SKU0011,2024-05-05,83
SKU0011,2024-05-12,75
SKU0011,2024-05-19,75
SKU0011,2024-05-26,76
SKU0011,2024-06-02,95
SKU0011,2024-06-09,95
SKU0011,2024-06-16,59
SKU0011,2024-06-23,76
SKU0011,2024-06-30,55
SKU0011,2024-07-07,81
SKU0011,2024-07-14,80
SKU0011,2024-07-21,88
SKU0011,2024-07-28,76
SKU0011,2024-08-04,120
SKU0011,2024-08-11,112
SKU0011,2024-08-18,95
SKU0011,2024-08-25,115
SKU0011,2024-09-01,118
SKU0011,2024-09-08,122
SKU0011,2024-09-15,138
SKU0011,2024-09-22,139
SKU0011,2024-09-29,150
SKU0011,2024-10-06,157
SKU0011,2024-10-13,152
SKU0011,2024-10-20,195
SKU0011,2024-10-27,288
SKU0011,2024-11-03,195
SKU0011,2024-11-10,213
SKU0011,2024-11-17,180
SKU0011,2024-11-24,232
SKU0011,2024-12-01,244
SKU0011,2024-12-08,220
SKU0011,2024-12-15,242
SKU0011,2024-12-22,209
SKU0011,2024-12-29,235
SKU0011,2025-01-05,217
SKU0011,2025-01-12,233
SKU0011,2025-01-19,302
SKU0011,2025-01-26,212
SKU0011,2025-02-02,235
SKU0011,2025-02-09,191
SKU0011,2025-02-16,205
SKU0011,2025-02-23,211
SKU0011,2025-03-02,196
SKU0011,2025-03-09,172
SKU0011,2025-03-16,209
SKU0011,2025-03-23,158
SKU0011,2025-03-30,204
SKU0011,2025-04-06,173
SKU0011,2025-04-13,156
SKU0011,2025-04-20,156
SKU0011,2025-04-27,155
SKU0011,2025-05-04,137
SKU0011,2025-05-11,136
SKU0011,2025-05-18,148
SKU0011,2025-05-25,116
SKU0011,2025-06-01,170
SKU0011,2025-06-08,198
SKU0011,2025-06-15,130
SKU0011,2025-06-22,118
SKU0011,2025-06-29,119
SKU0011,2025-07-06,150
SKU0011,2025-07-13,140
SKU0011,2025-07-20,131
SKU0011,2025-07-27,162
SKU0011,2025-08-03,173
SKU0011,2025-08-10,137
SKU0011,2025-08-17,168
SKU0011,2025-08-24,179
SKU0011,2025-08-31,190
SKU0011,2025-09-07,208
SKU0011,2025-09-14,219
SKU0011,2025-09-21,215
SKU0011,2025-09-28,233
SKU0011,2025-10-05,80
SKU0012,2024-01-07,215
SKU0012,2024-01-14,244
SKU0012,2024-01-21,294
SKU0012,2024-01-28,214
SKU0012,2024-02-04,198
SKU0012,2024-02-11,180
